"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2001",23.49,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2002",24.51,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2003",27.72,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2004",36.09,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2005",51.12,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2006",63.37,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2007",70.48,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2008",94.79,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2009",61.01,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2010",79.1,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2011",109.23,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2012",110.47,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2013",107.57,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2014",97.53,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2015",49.28,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2016",42.19,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2017",53.04,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2018",68.49,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2019",63.58,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2020",40.55,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2021",70.1,
"FIN","OILIMPPRICE","TOT","USD_BAR","A","2022",101.45,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2000",28.18,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2001",24.13,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2002",24.63,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2003",28.87,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2004",37.61,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2005",52.74,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2006",63.69,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2007",72.22,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2008",97.63,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2009",61.64,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2010",79.78,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2011",111.78,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2012",112.01,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2013",109.56,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2014",99.4,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2015",53.14,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2016",43.48,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2017",54.47,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2018",71.59,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2019",64.98,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2020",44.04,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2021",71.7,
"FRA","OILIMPPRICE","TOT","USD_BAR","A","2022",105.06,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2000",28.09,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2001",24.15,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2002",24.4,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2003",28.44,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2004",36.65,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2005",52.3,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2006",63.29,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2007",71.6,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2008",96.7,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2009",61.18,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2010",78.49,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2011",110.63,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2012",112.21,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2013",109.62,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2014",99.76,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2015",52.65,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2016",42.8,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2017",54.02,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2018",70.5,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2019",64.43,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2020",43.05,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2021",71.19,
"DEU","OILIMPPRICE","TOT","USD_BAR","A","2022",97.99,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2000",26.95,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2001",23.22,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2002",24.08,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2003",27.17,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2004",34.53,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2005",50.33,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2006",60.97,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2007",69.93,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2008",93.6,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2009",60.1,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2010",78.97,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2011",109.41,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2012",111.92,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2013",107.61,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2014",95.55,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2015",49.32,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2016",40.08,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2017",50.81,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2018",68.14,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2019",62.24,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2020",40.07,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2021",69.15,
"GRC","OILIMPPRICE","TOT","USD_BAR","A","2022",97.5,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2000",29.88,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2001",25.31,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2002",25.52,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2003",29.66,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2004",39.24,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2005",55.24,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2006",66.38,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2007",74.16,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2008",100.39,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2009",62.61,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2010",80.95,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2011",113.92,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2012",115.64,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2013",110.46,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2014",99.87,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2015",53.54,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2016",45.03,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2017",55.01,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2018",72.18,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2019",65.03,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2020",43.71,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2021",71.28,
"IRL","OILIMPPRICE","TOT","USD_BAR","A","2022",104.42,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2000",27.77,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2001",23.87,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2002",24.34,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2003",28.58,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2004",36.6,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2005",51.33,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2006",62.5,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2007",70.2,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2008",96.67,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2009",60.69,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2010",79.29,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2011",110.23,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2012",112.18,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2013",109.98,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2014",99.09,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2015",52.06,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2016",42.33,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2017",53.17,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2018",70.88,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2019",64.7,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2020",43.24,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2021",71.45,
"ITA","OILIMPPRICE","TOT","USD_BAR","A","2022",99.91,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2000",27.59,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2001",23.48,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2002",23.99,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2003",27.67,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2004",35.02,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2005",50,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2006",61.47,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2007",68.74,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2008",97.89,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2009",60.54,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2010",78.55,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2011",109.19,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2012",111.54,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2013",108.55,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2014",99.22,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2015",51.66,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2016",41.62,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2017",52.63,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2018",69.99,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2019",63.96,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2020",42.38,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2021",71.03,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2022",99.42,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2000",28.2,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2001",24.02,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2002",24.27,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2003",28.72,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2004",37.89,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2005",51.94,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2006",62.77,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2007",70.23,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2008",98.83,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2009",62.49,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2010",79.13,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2011",112.33,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2012",112.21,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2013",109.74,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2014",100.22,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2015",53.44,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2016",42.73,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2017",53.59,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2018",71.36,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2019",65.89,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2020",48.12,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2021",70.12,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2022",107.28,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2000",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2001",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2002",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2003",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2004",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2005",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2006",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2007",69.97,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2008",90.49,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2009",59.37,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2010",78.72,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2011",108.9,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2012",109.83,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2013",107.29,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2014",95.63,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2015",50.7,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2016",42.32,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2017",53.71,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2018",70.14,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2019",62.88,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2020",41.67,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2021",69.3,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2022",73.77,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2000",27.16,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2001",23.32,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2002",23.95,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2003",28.13,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2004",36.03,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2005",50.54,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2006",60.99,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2007",68.66,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2008",94.86,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2009",59.78,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2010",77.84,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2011",108.5,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2012",109.48,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2013",106.77,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2014",97.07,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2015",49.51,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2016",40.08,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2017",51.69,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2018",69.02,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2019",62.84,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2020",42.26,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2021",69.69,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2022",101.54,
"EST","OILIMPPRICE","TOT","USD_BAR","A","2000",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2001",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2002",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2003",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2004",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2005",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2006",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2007",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2008",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2009",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2010",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2011",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2012",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2013",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2014",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2015",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2016",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2017",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2018",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2019",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2020",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2021",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2022",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2000",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2001",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2002",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2003",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2004",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2005",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2006",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2007",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2008",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2009",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2010",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2011",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2012",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2013",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2014",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2015",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2016",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2017",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2018",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2019",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2020",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2021",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2022",,"M"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2000",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2001",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2002",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2003",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2004",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2005",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2006",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2007",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2008",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2009",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2010",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2011",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2012",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2013",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2014",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2015",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2016",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2017",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2018",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2019",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2020",37.65,
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2021",70.33,
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2022",93.48,
