"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","LABCOMP","TOT","AGRWTH","A","2003",2.325191,
"FIN","LABCOMP","TOT","AGRWTH","A","2004",3.414595,
"FIN","LABCOMP","TOT","AGRWTH","A","2005",4.097053,
"FIN","LABCOMP","TOT","AGRWTH","A","2006",3.463032,
"FIN","LABCOMP","TOT","AGRWTH","A","2007",3.285353,
"FIN","LABCOMP","TOT","AGRWTH","A","2008",4.404562,
"FIN","LABCOMP","TOT","AGRWTH","A","2009",3.623842,
"FIN","LABCOMP","TOT","AGRWTH","A","2010",1.557834,
"FIN","LABCOMP","TOT","AGRWTH","A","2011",3.421563,
"FIN","LABCOMP","TOT","AGRWTH","A","2012",3.32384,
"FIN","LABCOMP","TOT","AGRWTH","A","2013",1.657332,
"FIN","LABCOMP","TOT","AGRWTH","A","2014",1.12718,
"FIN","LABCOMP","TOT","AGRWTH","A","2015",1.524571,
"FIN","LABCOMP","TOT","AGRWTH","A","2016",0.891697,
"FIN","LABCOMP","TOT","AGRWTH","A","2017",-0.902901,
"FIN","LABCOMP","TOT","AGRWTH","A","2018",1.465896,
"FIN","LABCOMP","TOT","AGRWTH","A","2019",1.595294,
"FIN","LABCOMP","TOT","AGRWTH","A","2020",0.781803,
"FIN","LABCOMP","TOT","AGRWTH","A","2021",3.685164,
"FRA","LABCOMP","TOT","AGRWTH","A","2000",4.019442,
"FRA","LABCOMP","TOT","AGRWTH","A","2001",3.908356,
"FRA","LABCOMP","TOT","AGRWTH","A","2002",5.651682,
"FRA","LABCOMP","TOT","AGRWTH","A","2003",2.673525,
"FRA","LABCOMP","TOT","AGRWTH","A","2004",1.781885,
"FRA","LABCOMP","TOT","AGRWTH","A","2005",2.882757,
"FRA","LABCOMP","TOT","AGRWTH","A","2006",4.335613,
"FRA","LABCOMP","TOT","AGRWTH","A","2007",0.830969,
"FRA","LABCOMP","TOT","AGRWTH","A","2008",1.991141,
"FRA","LABCOMP","TOT","AGRWTH","A","2009",2.572076,
"FRA","LABCOMP","TOT","AGRWTH","A","2010",2.232579,
"FRA","LABCOMP","TOT","AGRWTH","A","2011",1.852085,
"FRA","LABCOMP","TOT","AGRWTH","A","2012",2.570975,
"FRA","LABCOMP","TOT","AGRWTH","A","2013",2.688229,
"FRA","LABCOMP","TOT","AGRWTH","A","2014",1.563838,
"FRA","LABCOMP","TOT","AGRWTH","A","2015",1.049999,
"FRA","LABCOMP","TOT","AGRWTH","A","2016",0.804341,
"FRA","LABCOMP","TOT","AGRWTH","A","2017",2.756442,
"FRA","LABCOMP","TOT","AGRWTH","A","2018",1.141346,
"FRA","LABCOMP","TOT","AGRWTH","A","2019",-0.343469,
"FRA","LABCOMP","TOT","AGRWTH","A","2020",5.104796,
"FRA","LABCOMP","TOT","AGRWTH","A","2021",-1.178605,
"DEU","LABCOMP","TOT","AGRWTH","A","2000",3.418983,
"DEU","LABCOMP","TOT","AGRWTH","A","2001",2.363219,
"DEU","LABCOMP","TOT","AGRWTH","A","2002",1.789037,
"DEU","LABCOMP","TOT","AGRWTH","A","2003",2.129195,
"DEU","LABCOMP","TOT","AGRWTH","A","2004",0.361232,
"DEU","LABCOMP","TOT","AGRWTH","A","2005",1.071073,
"DEU","LABCOMP","TOT","AGRWTH","A","2006",-0.785439,
"DEU","LABCOMP","TOT","AGRWTH","A","2007",0.796572,
"DEU","LABCOMP","TOT","AGRWTH","A","2008",2.709435,
"DEU","LABCOMP","TOT","AGRWTH","A","2009",3.813464,
"DEU","LABCOMP","TOT","AGRWTH","A","2010",0.729342,
"DEU","LABCOMP","TOT","AGRWTH","A","2011",2.705914,
"DEU","LABCOMP","TOT","AGRWTH","A","2012",3.980933,
"DEU","LABCOMP","TOT","AGRWTH","A","2013",2.649991,
"DEU","LABCOMP","TOT","AGRWTH","A","2014",2.33401,
"DEU","LABCOMP","TOT","AGRWTH","A","2015",2.558737,
"DEU","LABCOMP","TOT","AGRWTH","A","2016",2.50909,
"DEU","LABCOMP","TOT","AGRWTH","A","2017",2.82971,
"DEU","LABCOMP","TOT","AGRWTH","A","2018",3.342463,
"DEU","LABCOMP","TOT","AGRWTH","A","2019",3.89071,
"DEU","LABCOMP","TOT","AGRWTH","A","2020",3.836048,
"DEU","LABCOMP","TOT","AGRWTH","A","2021",1.538728,
"GRC","LABCOMP","TOT","AGRWTH","A","2000",5.297984,
"GRC","LABCOMP","TOT","AGRWTH","A","2001",5.803532,
"GRC","LABCOMP","TOT","AGRWTH","A","2002",11.014317,
"GRC","LABCOMP","TOT","AGRWTH","A","2003",7.668384,
"GRC","LABCOMP","TOT","AGRWTH","A","2004",4.978182,
"GRC","LABCOMP","TOT","AGRWTH","A","2005",3.118726,
"GRC","LABCOMP","TOT","AGRWTH","A","2006",3.691443,
"GRC","LABCOMP","TOT","AGRWTH","A","2007",4.421524,
"GRC","LABCOMP","TOT","AGRWTH","A","2008",3.950761,
"GRC","LABCOMP","TOT","AGRWTH","A","2009",3.910929,
"GRC","LABCOMP","TOT","AGRWTH","A","2010",2.06368,
"GRC","LABCOMP","TOT","AGRWTH","A","2011",-4.242869,
"GRC","LABCOMP","TOT","AGRWTH","A","2012",-4.454655,
"GRC","LABCOMP","TOT","AGRWTH","A","2013",-8.256915,
"GRC","LABCOMP","TOT","AGRWTH","A","2014",-2.844073,
"GRC","LABCOMP","TOT","AGRWTH","A","2015",-0.506751,
"GRC","LABCOMP","TOT","AGRWTH","A","2016",-4.832918,
"GRC","LABCOMP","TOT","AGRWTH","A","2017",2.223184,
"GRC","LABCOMP","TOT","AGRWTH","A","2018",-4.832189,
"GRC","LABCOMP","TOT","AGRWTH","A","2019",1.257553,
"GRC","LABCOMP","TOT","AGRWTH","A","2020",10.29069,
"GRC","LABCOMP","TOT","AGRWTH","A","2021",-4.516609,
"IRL","LABCOMP","TOT","AGRWTH","A","2000",8.36417,
"IRL","LABCOMP","TOT","AGRWTH","A","2001",8.465358,
"IRL","LABCOMP","TOT","AGRWTH","A","2002",6.313763,
"IRL","LABCOMP","TOT","AGRWTH","A","2003",7.447374,
"IRL","LABCOMP","TOT","AGRWTH","A","2004",5.844823,
"IRL","LABCOMP","TOT","AGRWTH","A","2005",4.561542,
"IRL","LABCOMP","TOT","AGRWTH","A","2006",4.636845,
"IRL","LABCOMP","TOT","AGRWTH","A","2007",6.542973,
"IRL","LABCOMP","TOT","AGRWTH","A","2008",4.82751,
"IRL","LABCOMP","TOT","AGRWTH","A","2009",0.439511,
"IRL","LABCOMP","TOT","AGRWTH","A","2010",4.903363,
"IRL","LABCOMP","TOT","AGRWTH","A","2011",0.008664,
"IRL","LABCOMP","TOT","AGRWTH","A","2012",1.240644,
"IRL","LABCOMP","TOT","AGRWTH","A","2013",-2.053778,
"IRL","LABCOMP","TOT","AGRWTH","A","2014",0.388718,
"IRL","LABCOMP","TOT","AGRWTH","A","2015",2.577613,
"IRL","LABCOMP","TOT","AGRWTH","A","2016",0.765343,
"IRL","LABCOMP","TOT","AGRWTH","A","2017",1.910534,
"IRL","LABCOMP","TOT","AGRWTH","A","2018",1.799034,
"IRL","LABCOMP","TOT","AGRWTH","A","2019",3.607116,
"IRL","LABCOMP","TOT","AGRWTH","A","2020",9.111944,
"IRL","LABCOMP","TOT","AGRWTH","A","2021",2.772714,
"ITA","LABCOMP","TOT","AGRWTH","A","2000",2.305804,
"ITA","LABCOMP","TOT","AGRWTH","A","2001",3.763303,
"ITA","LABCOMP","TOT","AGRWTH","A","2002",3.256156,
"ITA","LABCOMP","TOT","AGRWTH","A","2003",4.159579,
"ITA","LABCOMP","TOT","AGRWTH","A","2004",3.145628,
"ITA","LABCOMP","TOT","AGRWTH","A","2005",3.255645,
"ITA","LABCOMP","TOT","AGRWTH","A","2006",1.903534,
"ITA","LABCOMP","TOT","AGRWTH","A","2007",2.212631,
"ITA","LABCOMP","TOT","AGRWTH","A","2008",2.751146,
"ITA","LABCOMP","TOT","AGRWTH","A","2009",2.755524,
"ITA","LABCOMP","TOT","AGRWTH","A","2010",2.367371,
"ITA","LABCOMP","TOT","AGRWTH","A","2011",1.037594,
"ITA","LABCOMP","TOT","AGRWTH","A","2012",0.964942,
"ITA","LABCOMP","TOT","AGRWTH","A","2013",1.596705,
"ITA","LABCOMP","TOT","AGRWTH","A","2014",0.245546,
"ITA","LABCOMP","TOT","AGRWTH","A","2015",0.750877,
"ITA","LABCOMP","TOT","AGRWTH","A","2016",-0.379478,
"ITA","LABCOMP","TOT","AGRWTH","A","2017",0.307278,
"ITA","LABCOMP","TOT","AGRWTH","A","2018",1.608358,
"ITA","LABCOMP","TOT","AGRWTH","A","2019",1.810434,
"ITA","LABCOMP","TOT","AGRWTH","A","2020",5.104083,
"ITA","LABCOMP","TOT","AGRWTH","A","2021",-0.234653,
"LUX","LABCOMP","TOT","AGRWTH","A","2000",5.141146,
"LUX","LABCOMP","TOT","AGRWTH","A","2001",3.949676,
"LUX","LABCOMP","TOT","AGRWTH","A","2002",4.197288,
"LUX","LABCOMP","TOT","AGRWTH","A","2003",1.512254,
"LUX","LABCOMP","TOT","AGRWTH","A","2004",3.65867,
"LUX","LABCOMP","TOT","AGRWTH","A","2005",5.51219,
"LUX","LABCOMP","TOT","AGRWTH","A","2006",4.213264,
"LUX","LABCOMP","TOT","AGRWTH","A","2007",3.457752,
"LUX","LABCOMP","TOT","AGRWTH","A","2008",2.680594,
"LUX","LABCOMP","TOT","AGRWTH","A","2009",5.474405,
"LUX","LABCOMP","TOT","AGRWTH","A","2010",1.488923,
"LUX","LABCOMP","TOT","AGRWTH","A","2011",3.883463,
"LUX","LABCOMP","TOT","AGRWTH","A","2012",1.715701,
"LUX","LABCOMP","TOT","AGRWTH","A","2013",3.692497,
"LUX","LABCOMP","TOT","AGRWTH","A","2014",1.766605,
"LUX","LABCOMP","TOT","AGRWTH","A","2015",1.065083,
"LUX","LABCOMP","TOT","AGRWTH","A","2016",0.787924,
"LUX","LABCOMP","TOT","AGRWTH","A","2017",3.662802,
"LUX","LABCOMP","TOT","AGRWTH","A","2018",3.118332,
"LUX","LABCOMP","TOT","AGRWTH","A","2019",2.251208,
"LUX","LABCOMP","TOT","AGRWTH","A","2020",7.186823,
"LUX","LABCOMP","TOT","AGRWTH","A","2021",1.833346,
"NLD","LABCOMP","TOT","AGRWTH","A","2000",6.657708,
"NLD","LABCOMP","TOT","AGRWTH","A","2001",3.245649,
"NLD","LABCOMP","TOT","AGRWTH","A","2002",5.179027,
"NLD","LABCOMP","TOT","AGRWTH","A","2003",3.64986,
"NLD","LABCOMP","TOT","AGRWTH","A","2004",1.727742,
"NLD","LABCOMP","TOT","AGRWTH","A","2005",2.532448,
"NLD","LABCOMP","TOT","AGRWTH","A","2006",1.991707,
"NLD","LABCOMP","TOT","AGRWTH","A","2007",3.082673,
"NLD","LABCOMP","TOT","AGRWTH","A","2008",3.8324,
"NLD","LABCOMP","TOT","AGRWTH","A","2009",3.156728,
"NLD","LABCOMP","TOT","AGRWTH","A","2010",0.928942,
"NLD","LABCOMP","TOT","AGRWTH","A","2011",1.753639,
"NLD","LABCOMP","TOT","AGRWTH","A","2012",2.708421,
"NLD","LABCOMP","TOT","AGRWTH","A","2013",1.468234,
"NLD","LABCOMP","TOT","AGRWTH","A","2014",0.941189,
"NLD","LABCOMP","TOT","AGRWTH","A","2015",0.148419,
"NLD","LABCOMP","TOT","AGRWTH","A","2016",0.862042,
"NLD","LABCOMP","TOT","AGRWTH","A","2017",1.117171,
"NLD","LABCOMP","TOT","AGRWTH","A","2018",1.902652,
"NLD","LABCOMP","TOT","AGRWTH","A","2019",2.514942,
"NLD","LABCOMP","TOT","AGRWTH","A","2020",7.44555,
"NLD","LABCOMP","TOT","AGRWTH","A","2021",-0.0028,
"PRT","LABCOMP","TOT","AGRWTH","A","2000",5.451224,
"PRT","LABCOMP","TOT","AGRWTH","A","2001",4.748114,
"PRT","LABCOMP","TOT","AGRWTH","A","2002",3.900698,
"PRT","LABCOMP","TOT","AGRWTH","A","2003",3.363315,
"PRT","LABCOMP","TOT","AGRWTH","A","2004",2.944918,
"PRT","LABCOMP","TOT","AGRWTH","A","2005",4.596948,
"PRT","LABCOMP","TOT","AGRWTH","A","2006",2.052318,
"PRT","LABCOMP","TOT","AGRWTH","A","2007",3.1856,
"PRT","LABCOMP","TOT","AGRWTH","A","2008",3.11758,
"PRT","LABCOMP","TOT","AGRWTH","A","2009",2.033633,
"PRT","LABCOMP","TOT","AGRWTH","A","2010",1.574948,
"PRT","LABCOMP","TOT","AGRWTH","A","2011",-0.580629,
"PRT","LABCOMP","TOT","AGRWTH","A","2012",-2.403646,
"PRT","LABCOMP","TOT","AGRWTH","A","2013",2.716115,
"PRT","LABCOMP","TOT","AGRWTH","A","2014",-2.310053,
"PRT","LABCOMP","TOT","AGRWTH","A","2015",0.380014,
"PRT","LABCOMP","TOT","AGRWTH","A","2016",1.124293,
"PRT","LABCOMP","TOT","AGRWTH","A","2017",2.760701,
"PRT","LABCOMP","TOT","AGRWTH","A","2018",3.448101,
"PRT","LABCOMP","TOT","AGRWTH","A","2019",4.691931,
"PRT","LABCOMP","TOT","AGRWTH","A","2020",9.461293,
"PRT","LABCOMP","TOT","AGRWTH","A","2021",1.250869,
"SVK","LABCOMP","TOT","AGRWTH","A","2000",13.500009,
"SVK","LABCOMP","TOT","AGRWTH","A","2001",6.641616,
"SVK","LABCOMP","TOT","AGRWTH","A","2002",12.040643,
"SVK","LABCOMP","TOT","AGRWTH","A","2003",11.525967,
"SVK","LABCOMP","TOT","AGRWTH","A","2004",5.339183,
"SVK","LABCOMP","TOT","AGRWTH","A","2005",6.65872,
"SVK","LABCOMP","TOT","AGRWTH","A","2006",8.003831,
"SVK","LABCOMP","TOT","AGRWTH","A","2007",8.227626,
"SVK","LABCOMP","TOT","AGRWTH","A","2008",6.444773,
"SVK","LABCOMP","TOT","AGRWTH","A","2009",3.696036,
"SVK","LABCOMP","TOT","AGRWTH","A","2010",3.552289,
"SVK","LABCOMP","TOT","AGRWTH","A","2011",2.576421,
"SVK","LABCOMP","TOT","AGRWTH","A","2012",2.657306,
"SVK","LABCOMP","TOT","AGRWTH","A","2013",3.482277,
"SVK","LABCOMP","TOT","AGRWTH","A","2014",2.593255,
"SVK","LABCOMP","TOT","AGRWTH","A","2015",4.009491,
"SVK","LABCOMP","TOT","AGRWTH","A","2016",3.107605,
"SVK","LABCOMP","TOT","AGRWTH","A","2017",6.854755,
"SVK","LABCOMP","TOT","AGRWTH","A","2018",6.613663,
"SVK","LABCOMP","TOT","AGRWTH","A","2019",7.790011,
"SVK","LABCOMP","TOT","AGRWTH","A","2020",11.175106,
"SVK","LABCOMP","TOT","AGRWTH","A","2021",5.397457,
"ESP","LABCOMP","TOT","AGRWTH","A","2000",3.278009,
"ESP","LABCOMP","TOT","AGRWTH","A","2001",2.278776,
"ESP","LABCOMP","TOT","AGRWTH","A","2002",3.234253,
"ESP","LABCOMP","TOT","AGRWTH","A","2003",2.589608,
"ESP","LABCOMP","TOT","AGRWTH","A","2004",3.685406,
"ESP","LABCOMP","TOT","AGRWTH","A","2005",3.511336,
"ESP","LABCOMP","TOT","AGRWTH","A","2006",4.262024,
"ESP","LABCOMP","TOT","AGRWTH","A","2007",4.970277,
"ESP","LABCOMP","TOT","AGRWTH","A","2008",6.535996,
"ESP","LABCOMP","TOT","AGRWTH","A","2009",3.671233,
"ESP","LABCOMP","TOT","AGRWTH","A","2010",1.798072,
"ESP","LABCOMP","TOT","AGRWTH","A","2011",-0.032132,
"ESP","LABCOMP","TOT","AGRWTH","A","2012",-0.326633,
"ESP","LABCOMP","TOT","AGRWTH","A","2013",1.02298,
"ESP","LABCOMP","TOT","AGRWTH","A","2014",0.284393,
"ESP","LABCOMP","TOT","AGRWTH","A","2015",0.680056,
"ESP","LABCOMP","TOT","AGRWTH","A","2016",-0.411567,
"ESP","LABCOMP","TOT","AGRWTH","A","2017",1.061196,
"ESP","LABCOMP","TOT","AGRWTH","A","2018",1.395341,
"ESP","LABCOMP","TOT","AGRWTH","A","2019",4.777513,
"ESP","LABCOMP","TOT","AGRWTH","A","2020",7.008038,
"ESP","LABCOMP","TOT","AGRWTH","A","2021",-0.491254,
"EST","LABCOMP","TOT","AGRWTH","A","2001",9.954213,
"EST","LABCOMP","TOT","AGRWTH","A","2002",10.233475,
"EST","LABCOMP","TOT","AGRWTH","A","2003",10.449113,
"EST","LABCOMP","TOT","AGRWTH","A","2004",11.670786,
"EST","LABCOMP","TOT","AGRWTH","A","2005",8.986518,
"EST","LABCOMP","TOT","AGRWTH","A","2006",15.300738,
"EST","LABCOMP","TOT","AGRWTH","A","2007",25.575345,
"EST","LABCOMP","TOT","AGRWTH","A","2008",11.883821,
"EST","LABCOMP","TOT","AGRWTH","A","2009",3.312078,
"EST","LABCOMP","TOT","AGRWTH","A","2010",0.339479,
"EST","LABCOMP","TOT","AGRWTH","A","2011",-0.188689,
"EST","LABCOMP","TOT","AGRWTH","A","2012",7.798388,
"EST","LABCOMP","TOT","AGRWTH","A","2013",6.530104,
"EST","LABCOMP","TOT","AGRWTH","A","2014",6.806672,
"EST","LABCOMP","TOT","AGRWTH","A","2015",3.604421,
"EST","LABCOMP","TOT","AGRWTH","A","2016",6.781094,
"EST","LABCOMP","TOT","AGRWTH","A","2017",6.526619,
"EST","LABCOMP","TOT","AGRWTH","A","2018",13.824107,
"EST","LABCOMP","TOT","AGRWTH","A","2019",8.050357,
"EST","LABCOMP","TOT","AGRWTH","A","2020",9.573948,
"EST","LABCOMP","TOT","AGRWTH","A","2021",0.526839,
"SVN","LABCOMP","TOT","AGRWTH","A","2000",10.575052,
"SVN","LABCOMP","TOT","AGRWTH","A","2001",13.234948,
"SVN","LABCOMP","TOT","AGRWTH","A","2002",5.734717,
"SVN","LABCOMP","TOT","AGRWTH","A","2003",6.917454,
"SVN","LABCOMP","TOT","AGRWTH","A","2004",5.867118,
"SVN","LABCOMP","TOT","AGRWTH","A","2005",8.520693,
"SVN","LABCOMP","TOT","AGRWTH","A","2006",6.841286,
"SVN","LABCOMP","TOT","AGRWTH","A","2007",6.856755,
"SVN","LABCOMP","TOT","AGRWTH","A","2008",6.372139,
"SVN","LABCOMP","TOT","AGRWTH","A","2009",0.960835,
"SVN","LABCOMP","TOT","AGRWTH","A","2010",2.864981,
"SVN","LABCOMP","TOT","AGRWTH","A","2011",2.476412,
"SVN","LABCOMP","TOT","AGRWTH","A","2012",0.368535,
"SVN","LABCOMP","TOT","AGRWTH","A","2013",-0.66444,
"SVN","LABCOMP","TOT","AGRWTH","A","2014",0.323105,
"SVN","LABCOMP","TOT","AGRWTH","A","2015",0.846011,
"SVN","LABCOMP","TOT","AGRWTH","A","2016",5.786863,
"SVN","LABCOMP","TOT","AGRWTH","A","2017",4.842576,
"SVN","LABCOMP","TOT","AGRWTH","A","2018",5.030302,
"SVN","LABCOMP","TOT","AGRWTH","A","2019",5.050406,
"SVN","LABCOMP","TOT","AGRWTH","A","2020",7.65334,
"SVN","LABCOMP","TOT","AGRWTH","A","2021",3.37746,
"LTU","LABCOMP","TOT","AGRWTH","A","2000",-7.131862,
"LTU","LABCOMP","TOT","AGRWTH","A","2001",7.761357,
"LTU","LABCOMP","TOT","AGRWTH","A","2002",6.295105,
"LTU","LABCOMP","TOT","AGRWTH","A","2003",9.049889,
"LTU","LABCOMP","TOT","AGRWTH","A","2004",7.337101,
"LTU","LABCOMP","TOT","AGRWTH","A","2005",13.9646,
"LTU","LABCOMP","TOT","AGRWTH","A","2006",21.451044,
"LTU","LABCOMP","TOT","AGRWTH","A","2007",12.578315,
"LTU","LABCOMP","TOT","AGRWTH","A","2008",13.183401,
"LTU","LABCOMP","TOT","AGRWTH","A","2009",-5.926945,
"LTU","LABCOMP","TOT","AGRWTH","A","2010",-1.928135,
"LTU","LABCOMP","TOT","AGRWTH","A","2011",7.780344,
"LTU","LABCOMP","TOT","AGRWTH","A","2012",4.225336,
"LTU","LABCOMP","TOT","AGRWTH","A","2013",6.240126,
"LTU","LABCOMP","TOT","AGRWTH","A","2014",4.892073,
"LTU","LABCOMP","TOT","AGRWTH","A","2015",4.473806,
"LTU","LABCOMP","TOT","AGRWTH","A","2016",4.708238,
"LTU","LABCOMP","TOT","AGRWTH","A","2017",12.026473,
"LTU","LABCOMP","TOT","AGRWTH","A","2018",7.455001,
"LTU","LABCOMP","TOT","AGRWTH","A","2019",10.39192,
"LTU","LABCOMP","TOT","AGRWTH","A","2020",10.461653,
"LTU","LABCOMP","TOT","AGRWTH","A","2021",10.080773,
"EA19","LABCOMP","TOT","AGRWTH","A","2000",3.545733,
"EA19","LABCOMP","TOT","AGRWTH","A","2001",3.073379,
"EA19","LABCOMP","TOT","AGRWTH","A","2002",3.262571,
"EA19","LABCOMP","TOT","AGRWTH","A","2003",2.686194,
"EA19","LABCOMP","TOT","AGRWTH","A","2004",1.846301,
"EA19","LABCOMP","TOT","AGRWTH","A","2005",2.27911,
"EA19","LABCOMP","TOT","AGRWTH","A","2006",2.151119,
"EA19","LABCOMP","TOT","AGRWTH","A","2007",2.323157,
"EA19","LABCOMP","TOT","AGRWTH","A","2008",3.44684,
"EA19","LABCOMP","TOT","AGRWTH","A","2009",3.518288,
"EA19","LABCOMP","TOT","AGRWTH","A","2010",1.913686,
"EA19","LABCOMP","TOT","AGRWTH","A","2011",1.944871,
"EA19","LABCOMP","TOT","AGRWTH","A","2012",2.706515,
"EA19","LABCOMP","TOT","AGRWTH","A","2013",2.192447,
"EA19","LABCOMP","TOT","AGRWTH","A","2014",1.232251,
"EA19","LABCOMP","TOT","AGRWTH","A","2015",1.338734,
"EA19","LABCOMP","TOT","AGRWTH","A","2016",0.862699,
"EA19","LABCOMP","TOT","AGRWTH","A","2017",2.072076,
"EA19","LABCOMP","TOT","AGRWTH","A","2018",1.945607,
"EA19","LABCOMP","TOT","AGRWTH","A","2019",2.589894,
"EA19","LABCOMP","TOT","AGRWTH","A","2020",5.943442,
"EA19","LABCOMP","TOT","AGRWTH","A","2021",0.265488,
"LVA","LABCOMP","TOT","AGRWTH","A","2000",9.367115,
"LVA","LABCOMP","TOT","AGRWTH","A","2001",3.809284,
"LVA","LABCOMP","TOT","AGRWTH","A","2002",4.972472,
"LVA","LABCOMP","TOT","AGRWTH","A","2003",12.680024,
"LVA","LABCOMP","TOT","AGRWTH","A","2004",17.10411,
"LVA","LABCOMP","TOT","AGRWTH","A","2005",24.081197,
"LVA","LABCOMP","TOT","AGRWTH","A","2006",23.849452,
"LVA","LABCOMP","TOT","AGRWTH","A","2007",37.272975,
"LVA","LABCOMP","TOT","AGRWTH","A","2008",20.712933,
"LVA","LABCOMP","TOT","AGRWTH","A","2009",-8.700508,
"LVA","LABCOMP","TOT","AGRWTH","A","2010",-5.933695,
"LVA","LABCOMP","TOT","AGRWTH","A","2011",1.812126,
"LVA","LABCOMP","TOT","AGRWTH","A","2012",8.003051,
"LVA","LABCOMP","TOT","AGRWTH","A","2013",6.131691,
"LVA","LABCOMP","TOT","AGRWTH","A","2014",7.579344,
"LVA","LABCOMP","TOT","AGRWTH","A","2015",10.034577,
"LVA","LABCOMP","TOT","AGRWTH","A","2016",7.306558,
"LVA","LABCOMP","TOT","AGRWTH","A","2017",8.519366,
"LVA","LABCOMP","TOT","AGRWTH","A","2018",6.778262,
"LVA","LABCOMP","TOT","AGRWTH","A","2019",9.95418,
"LVA","LABCOMP","TOT","AGRWTH","A","2020",8.020662,
"LVA","LABCOMP","TOT","AGRWTH","A","2021",9.321873,
