"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","ULC","EMP","PC_CHGPP","A","2013",-6.261207,
"GRC","ULC","EMP","PC_CHGPP","A","2014",-1.74319,
"GRC","ULC","EMP","PC_CHGPP","A","2015",-3.010543,
"GRC","ULC","EMP","PC_CHGPP","A","2016",0.2068312,
"GRC","ULC","EMP","PC_CHGPP","A","2017",-0.1509022,
"GRC","ULC","EMP","PC_CHGPP","A","2018",-1.07399,
"GRC","ULC","EMP","PC_CHGPP","A","2019",0.02070722,
"GRC","ULC","EMP","PC_CHGPP","A","2020",7.014333,
"GRC","ULC","EMP","PC_CHGPP","A","2021",-3.073342,
"GRC","ULC","EMP","PC_CHGPP","A","2022",-1.381393,
"SVN","ULC","EMP","PC_CHGPP","A","2010",0.1621461,
"SVN","ULC","EMP","PC_CHGPP","A","2011",-1.26351,
"SVN","ULC","EMP","PC_CHGPP","A","2012",0.7697774,
"SVN","ULC","EMP","PC_CHGPP","A","2013",0.4427294,
"SVN","ULC","EMP","PC_CHGPP","A","2014",-1.102168,
"SVN","ULC","EMP","PC_CHGPP","A","2015",0.6897743,
"SVN","ULC","EMP","PC_CHGPP","A","2016",1.687086,
"SVN","ULC","EMP","PC_CHGPP","A","2017",1.228053,
"SVN","ULC","EMP","PC_CHGPP","A","2018",2.714391,
"SVN","ULC","EMP","PC_CHGPP","A","2019",3.608752,
"SVN","ULC","EMP","PC_CHGPP","A","2020",7.945686,
"SVN","ULC","EMP","PC_CHGPP","A","2021",0.6999979,
"SVN","ULC","EMP","PC_CHGPP","A","2022",5.451022,
"EA19","ULC","EMP","PC_CHGPP","A","2010",-0.4796682,
"EA19","ULC","EMP","PC_CHGPP","A","2011",0.4236036,
"EA19","ULC","EMP","PC_CHGPP","A","2012",1.96069,
"EA19","ULC","EMP","PC_CHGPP","A","2013",1.18679,
"EA19","ULC","EMP","PC_CHGPP","A","2014",0.6425462,
"EA19","ULC","EMP","PC_CHGPP","A","2015",0.4766336,
"EA19","ULC","EMP","PC_CHGPP","A","2016",0.796629,
"EA19","ULC","EMP","PC_CHGPP","A","2017",0.5639604,
"EA19","ULC","EMP","PC_CHGPP","A","2018",1.996389,
"EA19","ULC","EMP","PC_CHGPP","A","2019",1.929543,
"EA19","ULC","EMP","PC_CHGPP","A","2020",4.833926,
"EA19","ULC","EMP","PC_CHGPP","A","2021",-0.2577647,
"EA19","ULC","EMP","PC_CHGPP","A","2022",3.308399,
"JPN","ULC","EMP","PC_CHGPP","A","2010",-5.475308,
"JPN","ULC","EMP","PC_CHGPP","A","2011",-0.2762697,
"JPN","ULC","EMP","PC_CHGPP","A","2012",-1.550617,
"JPN","ULC","EMP","PC_CHGPP","A","2013",-1.649814,
"JPN","ULC","EMP","PC_CHGPP","A","2014",1.288048,
"JPN","ULC","EMP","PC_CHGPP","A","2015",-0.7946405,
"JPN","ULC","EMP","PC_CHGPP","A","2016",1.299878,
"JPN","ULC","EMP","PC_CHGPP","A","2017",-0.1377901,
"JPN","ULC","EMP","PC_CHGPP","A","2018",2.754201,
"JPN","ULC","EMP","PC_CHGPP","A","2019",2.152902,
"JPN","ULC","EMP","PC_CHGPP","A","2020",3.153314,
"JPN","ULC","EMP","PC_CHGPP","A","2021",-0.6267546,
"JPN","ULC","EMP","PC_CHGPP","A","2022",0.6248845,
"DEU","ULC","EMP","PC_CHGPP","A","2010",-1.055041,
"DEU","ULC","EMP","PC_CHGPP","A","2011",0.2203793,
"DEU","ULC","EMP","PC_CHGPP","A","2012",3.183363,
"DEU","ULC","EMP","PC_CHGPP","A","2013",2.164836,
"DEU","ULC","EMP","PC_CHGPP","A","2014",1.540425,
"DEU","ULC","EMP","PC_CHGPP","A","2015",2.480151,
"DEU","ULC","EMP","PC_CHGPP","A","2016",1.404064,
"DEU","ULC","EMP","PC_CHGPP","A","2017",0.9915016,
"DEU","ULC","EMP","PC_CHGPP","A","2018",3.306234,
"DEU","ULC","EMP","PC_CHGPP","A","2019",3.231358,
"DEU","ULC","EMP","PC_CHGPP","A","2020",4.020257,
"DEU","ULC","EMP","PC_CHGPP","A","2021",0.04205124,
"DEU","ULC","EMP","PC_CHGPP","A","2022",3.342999,
"NLD","ULC","EMP","PC_CHGPP","A","2010",-1.236608,
"NLD","ULC","EMP","PC_CHGPP","A","2011",1.163182,
"NLD","ULC","EMP","PC_CHGPP","A","2012",2.808228,
"NLD","ULC","EMP","PC_CHGPP","A","2013",0.7973328,
"NLD","ULC","EMP","PC_CHGPP","A","2014",0.09334622,
"NLD","ULC","EMP","PC_CHGPP","A","2015",-1.272592,
"NLD","ULC","EMP","PC_CHGPP","A","2016",0.9412777,
"NLD","ULC","EMP","PC_CHGPP","A","2017",0.4410373,
"NLD","ULC","EMP","PC_CHGPP","A","2018",2.360837,
"NLD","ULC","EMP","PC_CHGPP","A","2019",3.073949,
"NLD","ULC","EMP","PC_CHGPP","A","2020",8.303567,
"NLD","ULC","EMP","PC_CHGPP","A","2021",-2.05141,
"NLD","ULC","EMP","PC_CHGPP","A","2022",3.485179,
"DNK","ULC","EMP","PC_CHGPP","A","2010",-1.007883,
"DNK","ULC","EMP","PC_CHGPP","A","2011",-0.01289113,
"DNK","ULC","EMP","PC_CHGPP","A","2012",0.8775745,
"DNK","ULC","EMP","PC_CHGPP","A","2013",0.6606394,
"DNK","ULC","EMP","PC_CHGPP","A","2014",0.7260509,
"DNK","ULC","EMP","PC_CHGPP","A","2015",0.7618204,
"DNK","ULC","EMP","PC_CHGPP","A","2016",-0.2242434,
"DNK","ULC","EMP","PC_CHGPP","A","2017",0.3431906,
"DNK","ULC","EMP","PC_CHGPP","A","2018",1.119385,
"DNK","ULC","EMP","PC_CHGPP","A","2019",1.874504,
"DNK","ULC","EMP","PC_CHGPP","A","2020",4.20123,
"DNK","ULC","EMP","PC_CHGPP","A","2021",-1.273481,
"DNK","ULC","EMP","PC_CHGPP","A","2022",4.210362,
"CHE","ULC","EMP","PC_CHGPP","A","2010",-1.750111,
"CHE","ULC","EMP","PC_CHGPP","A","2011",1.499122,
"CHE","ULC","EMP","PC_CHGPP","A","2012",1.069083,
"CHE","ULC","EMP","PC_CHGPP","A","2013",0.3791003,
"CHE","ULC","EMP","PC_CHGPP","A","2014",-0.7338214,
"CHE","ULC","EMP","PC_CHGPP","A","2015",-0.390086,
"CHE","ULC","EMP","PC_CHGPP","A","2016",-1.108111,
"CHE","ULC","EMP","PC_CHGPP","A","2017",-0.002397058,
"CHE","ULC","EMP","PC_CHGPP","A","2018",-0.7800303,
"CHE","ULC","EMP","PC_CHGPP","A","2019",1.254172,
"CHE","ULC","EMP","PC_CHGPP","A","2020",1.085254,
"CHE","ULC","EMP","PC_CHGPP","A","2021",-1.09378,
"CHE","ULC","EMP","PC_CHGPP","A","2022",2.821544,
"LVA","ULC","EMP","PC_CHGPP","A","2010",-8.377515,
"LVA","ULC","EMP","PC_CHGPP","A","2011",1.671614,
"LVA","ULC","EMP","PC_CHGPP","A","2012",1.596067,
"LVA","ULC","EMP","PC_CHGPP","A","2013",6.061649,
"LVA","ULC","EMP","PC_CHGPP","A","2014",4.691663,
"LVA","ULC","EMP","PC_CHGPP","A","2015",5.058472,
"LVA","ULC","EMP","PC_CHGPP","A","2016",4.673328,
"LVA","ULC","EMP","PC_CHGPP","A","2017",4.09413,
"LVA","ULC","EMP","PC_CHGPP","A","2018",5.182822,
"LVA","ULC","EMP","PC_CHGPP","A","2019",7.161503,
"LVA","ULC","EMP","PC_CHGPP","A","2020",5.71042,
"LVA","ULC","EMP","PC_CHGPP","A","2021",-0.9196301,
"LVA","ULC","EMP","PC_CHGPP","A","2022",11.7129,
"LTU","ULC","EMP","PC_CHGPP","A","2010",-6.859095,
"LTU","ULC","EMP","PC_CHGPP","A","2011",0.5053277,
"LTU","ULC","EMP","PC_CHGPP","A","2012",2.13387,
"LTU","ULC","EMP","PC_CHGPP","A","2013",3.102738,
"LTU","ULC","EMP","PC_CHGPP","A","2014",3.209274,
"LTU","ULC","EMP","PC_CHGPP","A","2015",5.200109,
"LTU","ULC","EMP","PC_CHGPP","A","2016",6.05574,
"LTU","ULC","EMP","PC_CHGPP","A","2017",4.16822,
"LTU","ULC","EMP","PC_CHGPP","A","2018",5.258382,
"LTU","ULC","EMP","PC_CHGPP","A","2019",6.260121,
"LTU","ULC","EMP","PC_CHGPP","A","2020",4.931364,
"LTU","ULC","EMP","PC_CHGPP","A","2021",6.502172,
"LTU","ULC","EMP","PC_CHGPP","A","2022",14.2226,
"IRL","ULC","EMP","PC_CHGPP","A","2010",-7.561141,
"IRL","ULC","EMP","PC_CHGPP","A","2011",-3.225385,
"IRL","ULC","EMP","PC_CHGPP","A","2012",1.137754,
"IRL","ULC","EMP","PC_CHGPP","A","2013",0.0211672,
"IRL","ULC","EMP","PC_CHGPP","A","2014",-4.510195,
"IRL","ULC","EMP","PC_CHGPP","A","2015",-13.51346,
"IRL","ULC","EMP","PC_CHGPP","A","2016",3.872957,
"IRL","ULC","EMP","PC_CHGPP","A","2017",-3.560183,
"IRL","ULC","EMP","PC_CHGPP","A","2018",-2.638368,
"IRL","ULC","EMP","PC_CHGPP","A","2019",1.306583,
"IRL","ULC","EMP","PC_CHGPP","A","2020",-5.096397,
"IRL","ULC","EMP","PC_CHGPP","A","2021",-5.020633,
"IRL","ULC","EMP","PC_CHGPP","A","2022",-0.0005194913,
"ISR","ULC","EMP","PC_CHGPP","A","2010",1.535253,
"ISR","ULC","EMP","PC_CHGPP","A","2011",1.209017,
"ISR","ULC","EMP","PC_CHGPP","A","2012",4.277397,
"ISR","ULC","EMP","PC_CHGPP","A","2013",1.103757,
"ISR","ULC","EMP","PC_CHGPP","A","2014",0.3699962,
"ISR","ULC","EMP","PC_CHGPP","A","2015",3.405972,
"ISR","ULC","EMP","PC_CHGPP","A","2016",2.308784,
"ISR","ULC","EMP","PC_CHGPP","A","2017",1.395109,
"ISR","ULC","EMP","PC_CHGPP","A","2018",1.890661,
"ISR","ULC","EMP","PC_CHGPP","A","2019",1.005513,
"ISR","ULC","EMP","PC_CHGPP","A","2020",1.322983,
"ISR","ULC","EMP","PC_CHGPP","A","2021",-1.121637,
"ISR","ULC","EMP","PC_CHGPP","A","2022",3.056951,
"CZE","ULC","EMP","PC_CHGPP","A","2010",0.4814367,
"CZE","ULC","EMP","PC_CHGPP","A","2011",0.7613078,
"CZE","ULC","EMP","PC_CHGPP","A","2012",3.092895,
"CZE","ULC","EMP","PC_CHGPP","A","2013",0.3128431,
"CZE","ULC","EMP","PC_CHGPP","A","2014",1.084428,
"CZE","ULC","EMP","PC_CHGPP","A","2015",-0.864826,
"CZE","ULC","EMP","PC_CHGPP","A","2016",3.095269,
"CZE","ULC","EMP","PC_CHGPP","A","2017",3.292405,
"CZE","ULC","EMP","PC_CHGPP","A","2018",6.143826,
"CZE","ULC","EMP","PC_CHGPP","A","2019",4.370137,
"CZE","ULC","EMP","PC_CHGPP","A","2020",7.322892,
"CZE","ULC","EMP","PC_CHGPP","A","2021",1.826648,
"CZE","ULC","EMP","PC_CHGPP","A","2022",5.112065,
"SWE","ULC","EMP","PC_CHGPP","A","2010",-2.26578,
"SWE","ULC","EMP","PC_CHGPP","A","2011",2.157645,
"SWE","ULC","EMP","PC_CHGPP","A","2012",4.081128,
"SWE","ULC","EMP","PC_CHGPP","A","2013",1.817736,
"SWE","ULC","EMP","PC_CHGPP","A","2014",0.9439899,
"SWE","ULC","EMP","PC_CHGPP","A","2015",-0.0629864,
"SWE","ULC","EMP","PC_CHGPP","A","2016",2.524305,
"SWE","ULC","EMP","PC_CHGPP","A","2017",1.727819,
"SWE","ULC","EMP","PC_CHGPP","A","2018",3.50004,
"SWE","ULC","EMP","PC_CHGPP","A","2019",1.47498,
"SWE","ULC","EMP","PC_CHGPP","A","2020",3.610535,
"SWE","ULC","EMP","PC_CHGPP","A","2021",-0.2075164,
"SWE","ULC","EMP","PC_CHGPP","A","2022",2.607685,
"FRA","ULC","EMP","PC_CHGPP","A","2010",1.135182,
"FRA","ULC","EMP","PC_CHGPP","A","2011",0.8446704,
"FRA","ULC","EMP","PC_CHGPP","A","2012",2.157863,
"FRA","ULC","EMP","PC_CHGPP","A","2013",1.282887,
"FRA","ULC","EMP","PC_CHGPP","A","2014",0.7383523,
"FRA","ULC","EMP","PC_CHGPP","A","2015",0.2354941,
"FRA","ULC","EMP","PC_CHGPP","A","2016",0.8474855,
"FRA","ULC","EMP","PC_CHGPP","A","2017",0.6382571,
"FRA","ULC","EMP","PC_CHGPP","A","2018",0.8589255,
"FRA","ULC","EMP","PC_CHGPP","A","2019",-0.7180783,
"FRA","ULC","EMP","PC_CHGPP","A","2020",4.633172,
"FRA","ULC","EMP","PC_CHGPP","A","2021",1.232188,
"FRA","ULC","EMP","PC_CHGPP","A","2022",5.026729,
"FIN","ULC","EMP","PC_CHGPP","A","2010",-1.694033,
"FIN","ULC","EMP","PC_CHGPP","A","2011",2.452915,
"FIN","ULC","EMP","PC_CHGPP","A","2012",5.08969,
"FIN","ULC","EMP","PC_CHGPP","A","2013",1.550021,
"FIN","ULC","EMP","PC_CHGPP","A","2014",0.8726483,
"FIN","ULC","EMP","PC_CHGPP","A","2015",0.8088592,
"FIN","ULC","EMP","PC_CHGPP","A","2016",-1.407737,
"FIN","ULC","EMP","PC_CHGPP","A","2017",-3.151692,
"FIN","ULC","EMP","PC_CHGPP","A","2018",2.64662,
"FIN","ULC","EMP","PC_CHGPP","A","2019",1.906209,
"FIN","ULC","EMP","PC_CHGPP","A","2020",0.920081,
"FIN","ULC","EMP","PC_CHGPP","A","2021",3.217092,
"FIN","ULC","EMP","PC_CHGPP","A","2022",4.234423,
"LUX","ULC","EMP","PC_CHGPP","A","2010",-0.01429754,
"LUX","ULC","EMP","PC_CHGPP","A","2011",5.832319,
"LUX","ULC","EMP","PC_CHGPP","A","2012",2.064244,
"LUX","ULC","EMP","PC_CHGPP","A","2013",1.724592,
"LUX","ULC","EMP","PC_CHGPP","A","2014",2.04162,
"LUX","ULC","EMP","PC_CHGPP","A","2015",1.848686,
"LUX","ULC","EMP","PC_CHGPP","A","2016",-1.28031,
"LUX","ULC","EMP","PC_CHGPP","A","2017",5.333013,
"LUX","ULC","EMP","PC_CHGPP","A","2018",5.488684,
"LUX","ULC","EMP","PC_CHGPP","A","2019",2.491246,
"LUX","ULC","EMP","PC_CHGPP","A","2020",3.847219,
"LUX","ULC","EMP","PC_CHGPP","A","2021",0.9214979,
"LUX","ULC","EMP","PC_CHGPP","A","2022",8.002348,
"USA","ULC","EMP","PC_CHGPP","A","2010",-0.6064422,
"USA","ULC","EMP","PC_CHGPP","A","2011",1.970343,
"USA","ULC","EMP","PC_CHGPP","A","2012",1.731629,
"USA","ULC","EMP","PC_CHGPP","A","2013",0.8267596,
"USA","ULC","EMP","PC_CHGPP","A","2014",1.965156,
"USA","ULC","EMP","PC_CHGPP","A","2015",1.852472,
"USA","ULC","EMP","PC_CHGPP","A","2016",0.8579695,
"USA","ULC","EMP","PC_CHGPP","A","2017",1.928793,
"USA","ULC","EMP","PC_CHGPP","A","2018",2.116191,
"USA","ULC","EMP","PC_CHGPP","A","2019",1.763076,
"USA","ULC","EMP","PC_CHGPP","A","2020",3.81393,
"USA","ULC","EMP","PC_CHGPP","A","2021",2.531153,
"USA","ULC","EMP","PC_CHGPP","A","2022",4.806575,
"CAN","ULC","EMP","PC_CHGPP","A","2010",-0.3979341,
"CAN","ULC","EMP","PC_CHGPP","A","2011",1.975026,
"CAN","ULC","EMP","PC_CHGPP","A","2012",2.581967,
"CAN","ULC","EMP","PC_CHGPP","A","2013",1.728469,
"CAN","ULC","EMP","PC_CHGPP","A","2014",0.7440089,
"CAN","ULC","EMP","PC_CHGPP","A","2015",2.167493,
"CAN","ULC","EMP","PC_CHGPP","A","2016",-1.087181,
"CAN","ULC","EMP","PC_CHGPP","A","2017",1.059366,
"CAN","ULC","EMP","PC_CHGPP","A","2018",2.72288,
"CAN","ULC","EMP","PC_CHGPP","A","2019",1.993704,
"CAN","ULC","EMP","PC_CHGPP","A","2020",4.656731,
"CAN","ULC","EMP","PC_CHGPP","A","2021",2.636074,
"CAN","ULC","EMP","PC_CHGPP","A","2022",5.091305,
"ESP","ULC","EMP","PC_CHGPP","A","2010",-0.8502099,
"ESP","ULC","EMP","PC_CHGPP","A","2011",-1.707845,
"ESP","ULC","EMP","PC_CHGPP","A","2012",-2.556072,
"ESP","ULC","EMP","PC_CHGPP","A","2013",-0.9289364,
"ESP","ULC","EMP","PC_CHGPP","A","2014",-0.2137039,
"ESP","ULC","EMP","PC_CHGPP","A","2015",-0.03670485,
"ESP","ULC","EMP","PC_CHGPP","A","2016",-0.9394858,
"ESP","ULC","EMP","PC_CHGPP","A","2017",0.3772584,
"ESP","ULC","EMP","PC_CHGPP","A","2018",1.601994,
"ESP","ULC","EMP","PC_CHGPP","A","2019",3.788171,
"ESP","ULC","EMP","PC_CHGPP","A","2020",9.39032,
"ESP","ULC","EMP","PC_CHGPP","A","2021",0.2510344,
"ESP","ULC","EMP","PC_CHGPP","A","2022",1.031454,
"POL","ULC","EMP","PC_CHGPP","A","2010",3.912403,
"POL","ULC","EMP","PC_CHGPP","A","2011",1.037423,
"POL","ULC","EMP","PC_CHGPP","A","2012",1.84029,
"POL","ULC","EMP","PC_CHGPP","A","2013",0.6937617,
"POL","ULC","EMP","PC_CHGPP","A","2014",0.138812,
"POL","ULC","EMP","PC_CHGPP","A","2015",-0.283872,
"POL","ULC","EMP","PC_CHGPP","A","2016",2.43263,
"POL","ULC","EMP","PC_CHGPP","A","2017",1.649969,
"POL","ULC","EMP","PC_CHGPP","A","2018",2.187794,
"POL","ULC","EMP","PC_CHGPP","A","2019",3.999584,
"POL","ULC","EMP","PC_CHGPP","A","2020",7.627951,
"POL","ULC","EMP","PC_CHGPP","A","2021",0.2931314,
"POL","ULC","EMP","PC_CHGPP","A","2022",8.231977,
"AUT","ULC","EMP","PC_CHGPP","A","2010",0.09218758,
"AUT","ULC","EMP","PC_CHGPP","A","2011",0.575378,
"AUT","ULC","EMP","PC_CHGPP","A","2012",3.004619,
"AUT","ULC","EMP","PC_CHGPP","A","2013",2.514013,
"AUT","ULC","EMP","PC_CHGPP","A","2014",2.046697,
"AUT","ULC","EMP","PC_CHGPP","A","2015",1.585329,
"AUT","ULC","EMP","PC_CHGPP","A","2016",1.689807,
"AUT","ULC","EMP","PC_CHGPP","A","2017",0.9389333,
"AUT","ULC","EMP","PC_CHGPP","A","2018",2.294511,
"AUT","ULC","EMP","PC_CHGPP","A","2019",2.36647,
"AUT","ULC","EMP","PC_CHGPP","A","2020",7.632936,
"AUT","ULC","EMP","PC_CHGPP","A","2021",0.3185042,
"AUT","ULC","EMP","PC_CHGPP","A","2022",2.492816,
"EST","ULC","EMP","PC_CHGPP","A","2010",-4.646576,
"EST","ULC","EMP","PC_CHGPP","A","2011",1.482502,
"EST","ULC","EMP","PC_CHGPP","A","2012",4.303966,
"EST","ULC","EMP","PC_CHGPP","A","2013",5.585635,
"EST","ULC","EMP","PC_CHGPP","A","2014",4.378649,
"EST","ULC","EMP","PC_CHGPP","A","2015",4.282009,
"EST","ULC","EMP","PC_CHGPP","A","2016",3.357863,
"EST","ULC","EMP","PC_CHGPP","A","2017",4.121204,
"EST","ULC","EMP","PC_CHGPP","A","2018",6.412292,
"EST","ULC","EMP","PC_CHGPP","A","2019",5.016754,
"EST","ULC","EMP","PC_CHGPP","A","2020",2.27319,
"EST","ULC","EMP","PC_CHGPP","A","2021",2.01619,
"EST","ULC","EMP","PC_CHGPP","A","2022",13.58748,
"KOR","ULC","EMP","PC_CHGPP","A","2010",-0.2030583,
"KOR","ULC","EMP","PC_CHGPP","A","2011",-1.362233,
"KOR","ULC","EMP","PC_CHGPP","A","2012",4.875203,
"KOR","ULC","EMP","PC_CHGPP","A","2013",0.8637771,
"KOR","ULC","EMP","PC_CHGPP","A","2014",1.24959,
"KOR","ULC","EMP","PC_CHGPP","A","2015",0.3264764,
"KOR","ULC","EMP","PC_CHGPP","A","2016",1.371463,
"KOR","ULC","EMP","PC_CHGPP","A","2017",0.1734477,
"KOR","ULC","EMP","PC_CHGPP","A","2018",1.834508,
"KOR","ULC","EMP","PC_CHGPP","A","2019",1.358259,
"KOR","ULC","EMP","PC_CHGPP","A","2020",0.2610586,
"KOR","ULC","EMP","PC_CHGPP","A","2021",1.418172,
"KOR","ULC","EMP","PC_CHGPP","A","2022",4.327344,
"BEL","ULC","EMP","PC_CHGPP","A","2010",-0.7253315,
"BEL","ULC","EMP","PC_CHGPP","A","2011",2.778028,
"BEL","ULC","EMP","PC_CHGPP","A","2012",2.813349,
"BEL","ULC","EMP","PC_CHGPP","A","2013",1.669528,
"BEL","ULC","EMP","PC_CHGPP","A","2014",-0.158656,
"BEL","ULC","EMP","PC_CHGPP","A","2015",-1.045075,
"BEL","ULC","EMP","PC_CHGPP","A","2016",0.5601147,
"BEL","ULC","EMP","PC_CHGPP","A","2017",1.865038,
"BEL","ULC","EMP","PC_CHGPP","A","2018",1.532684,
"BEL","ULC","EMP","PC_CHGPP","A","2019",1.362037,
"BEL","ULC","EMP","PC_CHGPP","A","2020",4.094687,
"BEL","ULC","EMP","PC_CHGPP","A","2021",-0.5489725,
"BEL","ULC","EMP","PC_CHGPP","A","2022",6.346792,
"NOR","ULC","EMP","PC_CHGPP","A","2010",2.175167,
"NOR","ULC","EMP","PC_CHGPP","A","2011",5.055472,
"NOR","ULC","EMP","PC_CHGPP","A","2012",3.922462,
"NOR","ULC","EMP","PC_CHGPP","A","2013",4.435121,
"NOR","ULC","EMP","PC_CHGPP","A","2014",1.404175,
"NOR","ULC","EMP","PC_CHGPP","A","2015",1.184501,
"NOR","ULC","EMP","PC_CHGPP","A","2016",0.899853,
"NOR","ULC","EMP","PC_CHGPP","A","2017",0.165446,
"NOR","ULC","EMP","PC_CHGPP","A","2018",3.636928,
"NOR","ULC","EMP","PC_CHGPP","A","2019",4.438501,
"NOR","ULC","EMP","PC_CHGPP","A","2020",2.132481,
"NOR","ULC","EMP","PC_CHGPP","A","2021",2.056565,
"NOR","ULC","EMP","PC_CHGPP","A","2022",5.032074,
"HUN","ULC","EMP","PC_CHGPP","A","2010",-0.5036567,
"HUN","ULC","EMP","PC_CHGPP","A","2011",2.207205,
"HUN","ULC","EMP","PC_CHGPP","A","2012",5.051882,
