"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","LTINT","TOT","PC_PA","A","2011",15.74917,
"GRC","LTINT","TOT","PC_PA","A","2012",22.4975,
"GRC","LTINT","TOT","PC_PA","A","2013",10.05417,
"GRC","LTINT","TOT","PC_PA","A","2014",6.929167,
"GRC","LTINT","TOT","PC_PA","A","2015",9.666364,
"GRC","LTINT","TOT","PC_PA","A","2016",8.36,
"GRC","LTINT","TOT","PC_PA","A","2017",5.978333,
"GRC","LTINT","TOT","PC_PA","A","2018",4.185,
"GRC","LTINT","TOT","PC_PA","A","2019",2.585833,
"GRC","LTINT","TOT","PC_PA","A","2020",1.271667,
"GRC","LTINT","TOT","PC_PA","A","2021",0.8841667,
"SVN","LTINT","TOT","PC_PA","A","2003",6.401667,
"SVN","LTINT","TOT","PC_PA","A","2004",4.683333,
"SVN","LTINT","TOT","PC_PA","A","2005",3.806667,
"SVN","LTINT","TOT","PC_PA","A","2006",3.853333,
"SVN","LTINT","TOT","PC_PA","A","2007",4.53075,
"SVN","LTINT","TOT","PC_PA","A","2008",4.606333,
"SVN","LTINT","TOT","PC_PA","A","2009",4.375,
"SVN","LTINT","TOT","PC_PA","A","2010",3.8325,
"SVN","LTINT","TOT","PC_PA","A","2011",4.970917,
"SVN","LTINT","TOT","PC_PA","A","2012",5.808333,
"SVN","LTINT","TOT","PC_PA","A","2013",5.811666,
"SVN","LTINT","TOT","PC_PA","A","2014",3.27,
"SVN","LTINT","TOT","PC_PA","A","2015",1.705,
"SVN","LTINT","TOT","PC_PA","A","2016",1.149167,
"SVN","LTINT","TOT","PC_PA","A","2017",0.96,
"SVN","LTINT","TOT","PC_PA","A","2018",0.9308333,
"SVN","LTINT","TOT","PC_PA","A","2019",0.275,
"SVN","LTINT","TOT","PC_PA","A","2020",0.079,
"SVN","LTINT","TOT","PC_PA","A","2021",0.07083333,
"DEU","LTINT","TOT","PC_PA","A","2000",5.263958,
"DEU","LTINT","TOT","PC_PA","A","2001",4.796593,
"DEU","LTINT","TOT","PC_PA","A","2002",4.78358,
"DEU","LTINT","TOT","PC_PA","A","2003",4.071143,
"DEU","LTINT","TOT","PC_PA","A","2004",4.037156,
"DEU","LTINT","TOT","PC_PA","A","2005",3.354017,
"DEU","LTINT","TOT","PC_PA","A","2006",3.764125,
"DEU","LTINT","TOT","PC_PA","A","2007",4.216955,
"DEU","LTINT","TOT","PC_PA","A","2008",3.984768,
"DEU","LTINT","TOT","PC_PA","A","2009",3.222218,
"DEU","LTINT","TOT","PC_PA","A","2010",2.744267,
"DEU","LTINT","TOT","PC_PA","A","2011",2.609185,
"DEU","LTINT","TOT","PC_PA","A","2012",1.49513,
"DEU","LTINT","TOT","PC_PA","A","2013",1.571408,
"DEU","LTINT","TOT","PC_PA","A","2014",1.163472,
"DEU","LTINT","TOT","PC_PA","A","2015",0.4951937,
"DEU","LTINT","TOT","PC_PA","A","2016",0.09149919,
"DEU","LTINT","TOT","PC_PA","A","2017",0.3163361,
"DEU","LTINT","TOT","PC_PA","A","2018",0.396364,
"DEU","LTINT","TOT","PC_PA","A","2019",-0.2536345,
"DEU","LTINT","TOT","PC_PA","A","2020",-0.511024,
"DEU","LTINT","TOT","PC_PA","A","2021",-0.3738212,
"IRL","LTINT","TOT","PC_PA","A","2000",5.5125,
"IRL","LTINT","TOT","PC_PA","A","2001",5.011667,
"IRL","LTINT","TOT","PC_PA","A","2002",5.01,
"IRL","LTINT","TOT","PC_PA","A","2003",4.1325,
"IRL","LTINT","TOT","PC_PA","A","2004",4.076667,
"IRL","LTINT","TOT","PC_PA","A","2005",3.329167,
"IRL","LTINT","TOT","PC_PA","A","2006",3.765,
"IRL","LTINT","TOT","PC_PA","A","2007",4.305833,
"IRL","LTINT","TOT","PC_PA","A","2008",4.525833,
"IRL","LTINT","TOT","PC_PA","A","2009",5.225,
"IRL","LTINT","TOT","PC_PA","A","2010",5.739167,
"IRL","LTINT","TOT","PC_PA","A","2011",9.601666,
"IRL","LTINT","TOT","PC_PA","A","2012",6.171667,
"IRL","LTINT","TOT","PC_PA","A","2013",3.79,
"IRL","LTINT","TOT","PC_PA","A","2014",2.3675,
"IRL","LTINT","TOT","PC_PA","A","2015",1.1825,
"IRL","LTINT","TOT","PC_PA","A","2016",0.7358333,
"IRL","LTINT","TOT","PC_PA","A","2017",0.8016667,
"IRL","LTINT","TOT","PC_PA","A","2018",0.9513333,
"IRL","LTINT","TOT","PC_PA","A","2019",0.3322,
"IRL","LTINT","TOT","PC_PA","A","2020",-0.06046667,
"IRL","LTINT","TOT","PC_PA","A","2021",0.06315833,
"LUX","LTINT","TOT","PC_PA","A","2000",5.518167,
"LUX","LTINT","TOT","PC_PA","A","2001",4.859,
"LUX","LTINT","TOT","PC_PA","A","2002",4.703166,
"LUX","LTINT","TOT","PC_PA","A","2003",3.316,
"LUX","LTINT","TOT","PC_PA","A","2004",2.843417,
"LUX","LTINT","TOT","PC_PA","A","2005",2.412667,
"LUX","LTINT","TOT","PC_PA","A","2006",3.303667,
"LUX","LTINT","TOT","PC_PA","A","2007",4.461083,
"LUX","LTINT","TOT","PC_PA","A","2008",4.608167,
"LUX","LTINT","TOT","PC_PA","A","2009",4.22875,
"LUX","LTINT","TOT","PC_PA","A","2010",3.169167,
"LUX","LTINT","TOT","PC_PA","A","2011",2.923333,
"LUX","LTINT","TOT","PC_PA","A","2012",1.821,
"LUX","LTINT","TOT","PC_PA","A","2013",1.850917,
"LUX","LTINT","TOT","PC_PA","A","2014",1.336833,
"LUX","LTINT","TOT","PC_PA","A","2015",0.36875,
"LUX","LTINT","TOT","PC_PA","A","2016",0.25425,
"LUX","LTINT","TOT","PC_PA","A","2017",0.5448334,
"LUX","LTINT","TOT","PC_PA","A","2018",0.5646667,
"LUX","LTINT","TOT","PC_PA","A","2019",-0.1205833,
"LUX","LTINT","TOT","PC_PA","A","2020",-0.4135833,
"LUX","LTINT","TOT","PC_PA","A","2021",-0.3565833,
"FRA","LTINT","TOT","PC_PA","A","2000",5.394467,
"FRA","LTINT","TOT","PC_PA","A","2001",4.939458,
"FRA","LTINT","TOT","PC_PA","A","2002",4.861217,
"FRA","LTINT","TOT","PC_PA","A","2003",4.130892,
"FRA","LTINT","TOT","PC_PA","A","2004",4.099167,
"FRA","LTINT","TOT","PC_PA","A","2005",3.409442,
"FRA","LTINT","TOT","PC_PA","A","2006",3.795742,
"FRA","LTINT","TOT","PC_PA","A","2007",4.3032,
"FRA","LTINT","TOT","PC_PA","A","2008",4.234325,
"FRA","LTINT","TOT","PC_PA","A","2009",3.648817,
"FRA","LTINT","TOT","PC_PA","A","2010",3.117017,
"FRA","LTINT","TOT","PC_PA","A","2011",3.321058,
"FRA","LTINT","TOT","PC_PA","A","2012",2.535992,
"FRA","LTINT","TOT","PC_PA","A","2013",2.20435,
"FRA","LTINT","TOT","PC_PA","A","2014",1.666442,
"FRA","LTINT","TOT","PC_PA","A","2015",0.8418583,
"FRA","LTINT","TOT","PC_PA","A","2016",0.4678833,
"FRA","LTINT","TOT","PC_PA","A","2017",0.8098583,
"FRA","LTINT","TOT","PC_PA","A","2018",0.7841083,
"FRA","LTINT","TOT","PC_PA","A","2019",0.1302,
"FRA","LTINT","TOT","PC_PA","A","2020",-0.1452667,
"FRA","LTINT","TOT","PC_PA","A","2021",0.007366667,
"NLD","LTINT","TOT","PC_PA","A","2000",5.403333,
"NLD","LTINT","TOT","PC_PA","A","2001",4.957,
"NLD","LTINT","TOT","PC_PA","A","2002",4.89025,
"NLD","LTINT","TOT","PC_PA","A","2003",4.123167,
"NLD","LTINT","TOT","PC_PA","A","2004",4.095,
"NLD","LTINT","TOT","PC_PA","A","2005",3.373917,
"NLD","LTINT","TOT","PC_PA","A","2006",3.781667,
"NLD","LTINT","TOT","PC_PA","A","2007",4.28775,
"NLD","LTINT","TOT","PC_PA","A","2008",4.22775,
"NLD","LTINT","TOT","PC_PA","A","2009",3.686833,
"NLD","LTINT","TOT","PC_PA","A","2010",2.990083,
"NLD","LTINT","TOT","PC_PA","A","2011",2.988583,
"NLD","LTINT","TOT","PC_PA","A","2012",1.93225,
"NLD","LTINT","TOT","PC_PA","A","2013",1.960583,
"NLD","LTINT","TOT","PC_PA","A","2014",1.454667,
"NLD","LTINT","TOT","PC_PA","A","2015",0.6903333,
"NLD","LTINT","TOT","PC_PA","A","2016",0.2910833,
"NLD","LTINT","TOT","PC_PA","A","2017",0.5220833,
"NLD","LTINT","TOT","PC_PA","A","2018",0.5769167,
"NLD","LTINT","TOT","PC_PA","A","2019",-0.07016667,
"NLD","LTINT","TOT","PC_PA","A","2020",-0.37675,
"NLD","LTINT","TOT","PC_PA","A","2021",-0.3280833,
"FIN","LTINT","TOT","PC_PA","A","2000",5.4825,
"FIN","LTINT","TOT","PC_PA","A","2001",5.043334,
"FIN","LTINT","TOT","PC_PA","A","2002",4.980834,
"FIN","LTINT","TOT","PC_PA","A","2003",4.135,
"FIN","LTINT","TOT","PC_PA","A","2004",4.109167,
"FIN","LTINT","TOT","PC_PA","A","2005",3.350833,
"FIN","LTINT","TOT","PC_PA","A","2006",3.7825,
"FIN","LTINT","TOT","PC_PA","A","2007",4.293334,
"FIN","LTINT","TOT","PC_PA","A","2008",4.29,
"FIN","LTINT","TOT","PC_PA","A","2009",3.738333,
"FIN","LTINT","TOT","PC_PA","A","2010",3.010833,
"FIN","LTINT","TOT","PC_PA","A","2011",3.005833,
"FIN","LTINT","TOT","PC_PA","A","2012",1.883333,
"FIN","LTINT","TOT","PC_PA","A","2013",1.860833,
"FIN","LTINT","TOT","PC_PA","A","2014",1.448333,
"FIN","LTINT","TOT","PC_PA","A","2015",0.7233334,
"FIN","LTINT","TOT","PC_PA","A","2016",0.365,
"FIN","LTINT","TOT","PC_PA","A","2017",0.5466667,
"FIN","LTINT","TOT","PC_PA","A","2018",0.6616667,
"FIN","LTINT","TOT","PC_PA","A","2019",0.07,
"FIN","LTINT","TOT","PC_PA","A","2020",-0.2191667,
"FIN","LTINT","TOT","PC_PA","A","2021",-0.09507604,
"AUT","LTINT","TOT","PC_PA","A","2000",5.5554,
"AUT","LTINT","TOT","PC_PA","A","2001",5.080167,
"AUT","LTINT","TOT","PC_PA","A","2002",4.9638,
"AUT","LTINT","TOT","PC_PA","A","2003",4.140867,
"AUT","LTINT","TOT","PC_PA","A","2004",4.130892,
"AUT","LTINT","TOT","PC_PA","A","2005",3.393733,
"AUT","LTINT","TOT","PC_PA","A","2006",3.800842,
"AUT","LTINT","TOT","PC_PA","A","2007",4.297083,
"AUT","LTINT","TOT","PC_PA","A","2008",4.358525,
"AUT","LTINT","TOT","PC_PA","A","2009",3.937633,
"AUT","LTINT","TOT","PC_PA","A","2010",3.226383,
"AUT","LTINT","TOT","PC_PA","A","2011",3.319658,
"AUT","LTINT","TOT","PC_PA","A","2012",2.371175,
"AUT","LTINT","TOT","PC_PA","A","2013",2.010758,
"AUT","LTINT","TOT","PC_PA","A","2014",1.487292,
"AUT","LTINT","TOT","PC_PA","A","2015",0.7470416,
"AUT","LTINT","TOT","PC_PA","A","2016",0.3753833,
"AUT","LTINT","TOT","PC_PA","A","2017",0.5832833,
"AUT","LTINT","TOT","PC_PA","A","2018",0.6861584,
"AUT","LTINT","TOT","PC_PA","A","2019",0.06293333,
"AUT","LTINT","TOT","PC_PA","A","2020",-0.22485,
"AUT","LTINT","TOT","PC_PA","A","2021",-0.08538333,
"ESP","LTINT","TOT","PC_PA","A","2000",5.525866,
"ESP","LTINT","TOT","PC_PA","A","2001",5.115284,
"ESP","LTINT","TOT","PC_PA","A","2002",4.957641,
"ESP","LTINT","TOT","PC_PA","A","2003",4.123044,
"ESP","LTINT","TOT","PC_PA","A","2004",4.104143,
"ESP","LTINT","TOT","PC_PA","A","2005",3.386349,
"ESP","LTINT","TOT","PC_PA","A","2006",3.78431,
"ESP","LTINT","TOT","PC_PA","A","2007",4.306627,
"ESP","LTINT","TOT","PC_PA","A","2008",4.363732,
"ESP","LTINT","TOT","PC_PA","A","2009",3.974298,
"ESP","LTINT","TOT","PC_PA","A","2010",4.250001,
"ESP","LTINT","TOT","PC_PA","A","2011",5.436894,
"ESP","LTINT","TOT","PC_PA","A","2012",5.846537,
"ESP","LTINT","TOT","PC_PA","A","2013",4.561962,
"ESP","LTINT","TOT","PC_PA","A","2014",2.721831,
"ESP","LTINT","TOT","PC_PA","A","2015",1.735087,
"ESP","LTINT","TOT","PC_PA","A","2016",1.393302,
"ESP","LTINT","TOT","PC_PA","A","2017",1.557866,
"ESP","LTINT","TOT","PC_PA","A","2018",1.419352,
"ESP","LTINT","TOT","PC_PA","A","2019",0.6610183,
"ESP","LTINT","TOT","PC_PA","A","2020",0.3794776,
"ESP","LTINT","TOT","PC_PA","A","2021",0.3487502,
"BEL","LTINT","TOT","PC_PA","A","2000",5.5925,
"BEL","LTINT","TOT","PC_PA","A","2001",5.130833,
"BEL","LTINT","TOT","PC_PA","A","2002",4.986667,
"BEL","LTINT","TOT","PC_PA","A","2003",4.180833,
"BEL","LTINT","TOT","PC_PA","A","2004",4.1525,
"BEL","LTINT","TOT","PC_PA","A","2005",3.428333,
"BEL","LTINT","TOT","PC_PA","A","2006",3.815,
"BEL","LTINT","TOT","PC_PA","A","2007",4.328333,
"BEL","LTINT","TOT","PC_PA","A","2008",4.4175,
"BEL","LTINT","TOT","PC_PA","A","2009",3.901667,
"BEL","LTINT","TOT","PC_PA","A","2010",3.4625,
"BEL","LTINT","TOT","PC_PA","A","2011",4.233333,
"BEL","LTINT","TOT","PC_PA","A","2012",3,
"BEL","LTINT","TOT","PC_PA","A","2013",2.41,
"BEL","LTINT","TOT","PC_PA","A","2014",1.713333,
"BEL","LTINT","TOT","PC_PA","A","2015",0.84,
"BEL","LTINT","TOT","PC_PA","A","2016",0.4758333,
"BEL","LTINT","TOT","PC_PA","A","2017",0.7225,
"BEL","LTINT","TOT","PC_PA","A","2018",0.795,
"BEL","LTINT","TOT","PC_PA","A","2019",0.1933333,
"BEL","LTINT","TOT","PC_PA","A","2020",-0.1483333,
"BEL","LTINT","TOT","PC_PA","A","2021",-0.01416667,
"LVA","LTINT","TOT","PC_PA","A","2001",7.573333,
"LVA","LTINT","TOT","PC_PA","A","2002",5.408333,
"LVA","LTINT","TOT","PC_PA","A","2003",4.900833,
"LVA","LTINT","TOT","PC_PA","A","2004",4.8575,
"LVA","LTINT","TOT","PC_PA","A","2005",3.875,
"LVA","LTINT","TOT","PC_PA","A","2006",4.133333,
"LVA","LTINT","TOT","PC_PA","A","2007",5.2825,
"LVA","LTINT","TOT","PC_PA","A","2008",6.431667,
"LVA","LTINT","TOT","PC_PA","A","2009",12.3575,
"LVA","LTINT","TOT","PC_PA","A","2010",10.3375,
"LVA","LTINT","TOT","PC_PA","A","2011",5.9075,
"LVA","LTINT","TOT","PC_PA","A","2012",4.565,
"LVA","LTINT","TOT","PC_PA","A","2013",3.34,
"LVA","LTINT","TOT","PC_PA","A","2014",2.508333,
"LVA","LTINT","TOT","PC_PA","A","2015",0.9633333,
"LVA","LTINT","TOT","PC_PA","A","2016",0.5341667,
"LVA","LTINT","TOT","PC_PA","A","2017",0.8341666,
"LVA","LTINT","TOT","PC_PA","A","2018",0.9025,
"LVA","LTINT","TOT","PC_PA","A","2019",0.3425,
"LVA","LTINT","TOT","PC_PA","A","2020",-0.0625,
"LVA","LTINT","TOT","PC_PA","A","2021",-0.0025,
"LTU","LTINT","TOT","PC_PA","A","2001",8.15225,
"LTU","LTINT","TOT","PC_PA","A","2002",6.06325,
"LTU","LTINT","TOT","PC_PA","A","2003",5.320333,
"LTU","LTINT","TOT","PC_PA","A","2004",4.502584,
"LTU","LTINT","TOT","PC_PA","A","2005",3.697417,
"LTU","LTINT","TOT","PC_PA","A","2006",4.078667,
"LTU","LTINT","TOT","PC_PA","A","2007",4.54475,
"LTU","LTINT","TOT","PC_PA","A","2008",5.60775,
"LTU","LTINT","TOT","PC_PA","A","2009",14.00442,
"LTU","LTINT","TOT","PC_PA","A","2010",5.566667,
"LTU","LTINT","TOT","PC_PA","A","2011",5.16,
"LTU","LTINT","TOT","PC_PA","A","2012",4.830833,
"LTU","LTINT","TOT","PC_PA","A","2013",3.831667,
"LTU","LTINT","TOT","PC_PA","A","2014",2.7925,
"LTU","LTINT","TOT","PC_PA","A","2015",1.380833,
"LTU","LTINT","TOT","PC_PA","A","2016",0.8983333,
"LTU","LTINT","TOT","PC_PA","A","2017",0.31,
"LTU","LTINT","TOT","PC_PA","A","2018",0.31,
"LTU","LTINT","TOT","PC_PA","A","2019",0.31,
"LTU","LTINT","TOT","PC_PA","A","2020",0.2233333,
"LTU","LTINT","TOT","PC_PA","A","2021",0.16,
"EST","LTINT","TOT","PC_PA","A","2021",0.06333333,
